Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
rhinegold-mini-arizona-100gsm-fill-outdoor-rug,Rhinegold Mini Arizona 100gsm Fill Outdoor Rug,"<p><meta charset=""utf-8""><span>Extremely handy mid-season, this rug features a 600 denier ripstop, waterproof breathable outer. It has a mid/light 100gsm polyfill with a breathable nylon lining. </span></p>
<p><span>Multi-adjustable chest straps which allow for both the narrower and broader chest and necklines, front shoulder gusset, cross-over surcingles, leg straps, no back seam, large pleated tailguard with reflective stripe and strengthened surcingle guides. </span></p>
<p><span>A perfect weight for unpredictable weather in slightly warmer months.</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Turnout Blankets,Outdoor Rugs,"outdoor rugs, snowhill",true,Colour,Navy,,Size,3/6,,,,,660A-NAV-3/6,0.0,manual,55.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/660ARhinegoldMiniArizona100gsmFillOutdoorRug.jpg?v=1780479993,1,,false,Rhinegold Mini Arizona 100gsm Fill Outdoor Rug,"Extremely handy mid-season, this rug features a 600 denier ripstop, waterproof breathable outer. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-mini-arizona-100gsm-fill-outdoor-rug,,,,,,,,,Navy,,,3/9,,,,,660A-NAV-3/9,0.0,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mini-arizona-100gsm-fill-outdoor-rug,,,,,,,,,Navy,,,4/0,,,,,660A-NAV-4/0,0.0,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mini-arizona-100gsm-fill-outdoor-rug,,,,,,,,,Navy,,,4/3,,,,,660A-NAV-4/3,0.0,manual,55.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,Rhinegold Torrent Lightweight Outdoor Rug,"<p><meta charset=""utf-8""><span>Our best selling lightweight rug for over 30 years. The Torrent features a 600 denier ripstop, waterproof breathable outer. It has no polyfill with a breathable lining. Perfect for showery warmer days or for hardy types who just need something light. </span></p>
<p><span>With new multi-adjustable chest straps which allow for both the narrower and broader chest and necklines, front shoulder gusset, cross-over surcingles, leg straps, no back seam, tailguard and strengthened surcingle guides.</span></p>
<p><strong>Please ensure trigger clips on chest are facing inwards on the horse to prevent getting caught.</strong></p>
<p><span>All Rhinegold Rugs are certified to OEKO-TEX ® Standard 100.</span><br><span>This standard sets the benchmark for textile safety, from yarn to finished product. Every item passing the STANDARD 100 is certified as having passed safety tests for the presence of harmful substances.</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Turnout Blankets,Outdoor Rugs,"outdoor rugs, snowhill",true,Colour,Black,,Size,"4'0""",,,,,"678-BLA-4'0""",0.0,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/678RhinegoldTorrentLightweightOutdoorRug.jpg?v=1780479909,1,,false,Rhinegold Torrent Lightweight Outdoor Rug,"Our best selling lightweight rug for over 30 years The Torrent features a 600 denier ripstop, waterproof breathable outer. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"4'3""",,,,,"678-BLA-4'3""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"4'6""",,,,,"678-BLA-4'6""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"4'9""",,,,,"678-BLA-4'9""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"5'0""",,,,,"678-BLA-5'0""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"5'3""",,,,,"678-BLA-5'3""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"5'6""",,,,,"678-BLA-5'6""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"5'9""",,,,,"678-BLA-5'9""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"6'0""",,,,,"678-BLA-6'0""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"6'3""",,,,,"678-BLA-6'3""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"6'6""",,,,,"678-BLA-6'6""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"6'9""",,,,,"678-BLA-6'9""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-torrent-lightweight-outdoor-rug,,,,,,,,,Black,,,"7'0""",,,,,"678-BLA-7'0""",0.0,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,Rhinegold Cotton Quilted GP Numnah,"<p><meta charset=""utf-8""><span>These GP Numnah are a classic diamond style and shape, with touch tape attachments for the girth straps, girth placement loops and Rhinegold branded taped spine. </span></p>
<p><span>Made from cotton with lightweight foam filling which gives comfort while riding available in fabulous colours to help you really stand out.</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack Accessories > Saddle Accessories > Saddle Pads & Blankets,Numnahs & Saddle Clothes,"numnahs & saddle clothes, snowhill",true,Colour,Black,,Size,Pony,,,,,401-P-BLK,0.0,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/401RhinegoldCottonQuiltedGPNumnah.jpg?v=1780479600,1,,false,Rhinegold Cotton Quilted GP Numnah | New Forest Country Store,"These GP Numnah are a classic diamond style and shape, with touch tape attachments for the girth straps. UK delivery available.",,,,,,,,,,,,,all-ages,,,,,,,multicolor,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Black,,,Cob,,,,,401-C-BLK,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Black,,,Full,,,,,401-F-BLK,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Purple,,,Pony,,,,,401-P-PUR,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Purple,,,Cob,,,,,401-C-PUR,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Purple,,,Full,,,,,401-F-PUR,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Sky Blue,,,Pony,,,,,401-SKY-Pony,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Sky Blue,,,Cob,,,,,401-SKY-Cob,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Sky Blue,,,Full,,,,,401-SKY-Full,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Green,,,Pony,,,,,401-GRN-Pony,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Green,,,Cob,,,,,401-GRN-Cob,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-gp-numnah,,,,,,,,,Green,,,Full,,,,,401-GRN-Full,0.0,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,Rhinegold Cotton Quilted Saddle Cloth,"<p><meta charset=""utf-8""><span>These saddle pads are a classic diamond style and shape, with touch tape girth straps, girth placement loops and Rhinegold branded taped spine.</span><br><br><span>Made from poly-cotton with lightweight foam filling which gives comfort while riding available in fabulous colours to help you really stand out.</span><br><br><span>To fit saddles sizes: Pony 15""-16"",   Cob 16""-17"",   Full 17""-18""</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack Accessories > Saddle Accessories > Saddle Pads & Blankets,Numnahs & Saddle Clothes,"numnahs & saddle clothes, snowhill",true,Colour,Black,,Size,Pony,,,,,404-BLA-Pony/C,0.0,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/404RhinegoldCottonQuiltedSaddleCloth.jpg?v=1780480121,1,,false,Rhinegold Cotton Quilted Saddle Cloth,"These saddle pads are a classic diamond style and shape, with touch tape girth straps. UK delivery available.",,,,,,,,,,,,,all-ages,,,,,,,black; multicolor; red; brown; orange; blue,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Black,,,cob,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Black,,,full,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Purple,,,Pony,,,,,404-PUR-Pony/C,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Purple,,,cob,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Purple,,,full,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Sky Blue,,,Pony,,,,,404-SKY-Pony/C,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Sky Blue,,,cob,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Sky Blue,,,full,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Green,,,Pony,,,,,404-GRE-Pony/C,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Green,,,cob,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-cotton-quilted-saddle-cloth,,,,,,,,,Green,,,full,,,,,,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-quilted-leg-wraps,Rhinegold Quilted Leg Wraps,"<p><meta charset=""utf-8""><span>Cotton, quilted horse wraps are used for additional protection under elasticated or knitted bandages in the stable or when travelling or convalescing . They are ultra-soft, washable  and easy to adapt to the horse’s legs.</span><br></p>",Rhinegold,Uncategorized,Legwear & Bandages,"legwear & bandages, snowhill",true,Colour,White,,Size,One Size,,,,,622-WHI-OneSi,0.0,manual,17.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/622RhinegoldQuiltedLegWraps.jpg?v=1780479963,1,,false,Rhinegold Quilted Leg Wraps | New Forest Country Store,"Cotton quilted wraps worn under bandages for extra protection in the stable, when travelling or convalescing. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-elite-flexi-rubber-over-reach-boots,Rhinegold Elite Flexi-Rubber Over Reach Boots,"<p><meta charset=""utf-8""><span>These overreach boots feature a high natural rubber content for enhanced flexibility, providing durable protection with minimal risk of rubbing. Equipped with easy touch-tape closures for quick on-and-off application, they are strengthened with PU backing and double-row stitching for added durability.</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Boots & Leg Wraps,Legwear & Bandages,"legwear & bandages, snowhill",true,Colour,Black,,Size,Small,,,,,484-BLA-Small,0.0,manual,10.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/484RhinegoldEliteFlexi-RubberOverReachBoots.jpg?v=1780480024,1,,false,Rhinegold Elite Flexi-Rubber Over Reach Boots,These overreach boots feature a high natural rubber content for enhanced flexibility. UK delivery available.,,,,,,,,,,,,,all-ages,,,soft-boot,,,,black,,nylon,,,,,,,,rubber,,,,,,,,,,,unisex,,,,lb,,active
rhinegold-elite-flexi-rubber-over-reach-boots,,,,,,,,,Black,,,Medium,,,,,484-BLA-Medium,0.0,manual,10.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-elite-flexi-rubber-over-reach-boots,,,,,,,,,Black,,,Large,,,,,484-BLA-Large,0.0,manual,10.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-elite-flexi-rubber-over-reach-boots,,,,,,,,,Black,,,Extra Large,,,,,484-BLA-Extra,0.0,manual,10.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-touch-tape-fastening-over-reach-boots,Rhinegold Touch Tape Fastening Over Reach Boots,"<p><meta charset=""utf-8""><span>Rubber over-reach boots with double touch tape closure for added security, made using 4mm rubber.</span></p>",Rhinegold,Uncategorized,Legwear & Bandages,"legwear & bandages, snowhill",true,Colour,Black,,Size,Small,,,,,637-BLA-Small,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/637RhinegoldTouchTapeFasteningOverReachBoots.jpg?v=1780480199,1,,false,Rhinegold Touch Tape Fastening Over Reach Boots,"Rubber over-reach boots with double touch tape closure for added security, made using 4mm rubber. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-touch-tape-fastening-over-reach-boots,,,,,,,,,Black,,,Medium,,,,,637-BLA-Medium,0.0,manual,9.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-touch-tape-fastening-over-reach-boots,,,,,,,,,Black,,,Large,,,,,637-BLA-Large,0.0,manual,9.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-touch-tape-fastening-over-reach-boots,,,,,,,,,Black,,,Extra Large,,,,,637-BLA-Extra,0.0,manual,9.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,Rhinegold Mens Essential Breeches,"<p><meta charset=""utf-8""><span>These traditionally styled Mens Breeches are darted at the front with two side pockets for a smart relaxed look. With a front zip, double button fastening and enamel logo badge to the side and branded inner waistband. </span></p>
<p><span>Made from 95% Cotton/5% Spandex these Breeches are comfortable on the skin and allow maximum movement in and out of the saddle. Styled with traditional knee patches and finished with touch tape closure at the ankle.</span></p>",Rhinegold,Uncategorized,Jodhpurs & Breeches,"jodhpurs & breeches, snowhill",true,Colour,Beige,,Size,30,,,,,750-BEI-30,0.0,manual,35.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/750RhinegoldMensEssentialBreeches.jpg?v=1780477959,1,,false,Rhinegold Mens Essential Breeches | New Forest Country Store,These traditionally styled Mens Breeches are darted at the front with two side pockets for a smart relaxed look. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-mens-essential-breeches,,,,,,,,,Beige,,,32,,,,,750-BEI-32,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Beige,,,34,,,,,750-BEI-34,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Beige,,,36,,,,,750-BEI-36,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Black,,,30,,,,,750-BLA-30,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Black,,,32,,,,,750-BLA-32,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Black,,,34,,,,,750-BLA-34,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Black,,,36,,,,,750-BLA-36,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Navy,,,30,,,,,750-NAV-30,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Navy,,,32,,,,,750-NAV-32,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Navy,,,34,,,,,750-NAV-34,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mens-essential-breeches,,,,,,,,,Navy,,,36,,,,,750-NAV-36,0.0,manual,35.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,Rhinegold Childrens Essential Jodhpurs,"<p><meta charset=""utf-8""><span>Made from highest quality four way stretch fabric with a self-seat, reinforced knee patches and inside pocket, Rhinegold branding on the waistband with single brass button, zip and enamel logo on the side. These Jodhpurs are 95% Cotton 5% Spandex for extra comfort with maximum movement in or out the saddle. A professional looking Jodhpur for any Young Rider whether riding every day, competing or just hanging out at the yard.</span></p>",Rhinegold,Uncategorized,Jodhpurs & Breeches,"jodhpurs & breeches, snowhill",true,Colour,Beige,,Size,20,,,,,Z704-BEI-20,0.0,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Z704RhinegoldChildrensEssentialJodhpurs.jpg?v=1780479320,1,,false,Rhinegold Childrens Essential Jodhpurs,"Made from highest quality four way stretch fabric with a self-seat, reinforced knee patches and inside pocket. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Beige,,,22,,,,,Z704-BEI-22,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Beige,,,24,,,,,Z704-BEI-24,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Beige,,,26,,,,,Z704-BEI-26,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Beige,,,28,,,,,Z704-BEI-28,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Beige,,,30,,,,,Z704-BEI-30,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Black,,,20,,,,,Z704-BLA-20,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Black,,,22,,,,,Z704-BLA-22,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Black,,,24,,,,,Z704-BLA-24,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Black,,,26,,,,,Z704-BLA-26,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-childrens-essential-jodhpurs,,,,,,,,,Black,,,28,,,,,Z704-BLA-28,0.0,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
