Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
gorilla-tub-shallow-5l,,,,,,,,,Sky Blue,,,,,,,,10523L,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-141208.webp?v=1782419279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Pistachio,,,,,,,,10523S,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-477913.webp?v=1782419330,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Black,,,,,,,,10523K,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-536104.webp?v=1782419865,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Blue,,,,,,,,10523B,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-396775.webp?v=1782420458,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Orange,,,,,,,,10523O,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-699729.webp?v=1782420761,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Pink,,,,,,,,10523P,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-547462.webp?v=1782420757,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Purple,,,,,,,,10523U,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-188468.webp?v=1782421168,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Red,,,,,,,,10523R,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-mini-shallow-5l-470384.webp?v=1782421610,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-5l,,,,,,,,,Yellow,,,,,,,,10523Y,0.0,manual,5.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-35l,Gorilla Tub® Shallow 35L,"<p><meta charset=""utf-8""><span>The Large Shallow Gorilla Tub® 35L, formerly known under the Tubtrug® name, is a tough, flexible, and weather-resistant tub built to handle almost any task. Designed with practicality in mind, this shallow tub is ideal for everything from mixing and scooping to feeding, carrying, or collecting. </span></p>
<p><span>Its unique 'golf ball' handles offer excellent grip and comfort, while the reinforced rim ensures it can take the strain of heavy loads with ease. The ribbed sides add structural strength and stability, making the tub durable enough for frequent, demanding use. </span></p>
<p><span>Chamfered edges allow for effortless scooping, sweeping, or pouring, making daily tasks quicker and cleaner. Whether you’re using it in the garden, stable, workshop, or home, the 35L Gorilla Tub® offers unbeatable versatility.</span></p>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Blue,,,,,,,,'10536,0.0,manual,16.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-shallow-35l-938711.webp?v=1782419004,1,,false,Gorilla Tub® Shallow 35L | New Forest Country Store,"The Large Shallow Gorilla Tub 35L: a tough, flexible, weather-resistant tub for mixing, scooping and carrying. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-shallow-35l,,,,,,,,,Green,,,,,,,,'10535,0.0,manual,16.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-shallow-35l-776513.webp?v=1782419718,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-35l,,,,,,,,,Pistachio,,,,,,,,'10538,0.0,manual,16.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-shallow-35l-951030.webp?v=1782421845,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,Gorilla Tub® Shallow 15L,"<p><meta charset=""utf-8""><span>The Small Shallow Gorilla Tub® 15L, previously known as Tubtrugs is a flexible and weather resistant tub that is built to last. You can use this tub for everything! The golf patterned handles make Gorilla Tub® easy to carry around. Made from food-grade material, Gorilla Tub® is suitable for storing and food preparation. All tubs are BPA free excluding Black, Green and Yellow. </span></p>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Pistachio,,,,,,,,'10524,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-504559.webp?v=1782418633,1,,false,Gorilla Tub® Shallow 15L | New Forest Country Store,"The Small Shallow Gorilla Tub® 15L, previously known as TubTrugs is a flexible and weather resistant tub that is built to last. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-shallow-15l,,,,,,,,,Sky Blue,,,,,,,,'10525,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-588429.webp?v=1782418764,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Yellow,,,,,,,,'10528,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-776550.webp?v=1782418828,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Orange,,,,,,,,'10529,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-417326.webp?v=1782418888,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Purple,,,,,,,,'10532,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-867805.webp?v=1782420564,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Black,,,,,,,,'10266,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-176269.webp?v=1782421260,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Blue,,,,,,,,'10531,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-152598.webp?v=1782421588,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Green,,,,,,,,'10526,0.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-shallow-15l-818998.webp?v=1782421675,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Pink,,,,,,,,'10527,0.0,manual,8.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-shallow-15l,,,,,,,,,Red,,,,,,,,'10530,0.0,manual,8.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,Gorilla Tub® 75L,"<p><meta charset=""utf-8""><span>The Extra Large Gorilla Tub® 75L,</span><span> </span><span>previously part of the </span><span>Tubtrug</span><span>® range,</span><span> is a flexible and weather resistant tub that is built to last. You can use this tub for everything! The 'golf </span><span>ball' </span><span>handles make Gorilla Tub® easy to grip and carry, while the reinforce handle as a whole can take the pressure of even very heavy loads. The sides of the tub a ribbed, to ensure it's strength and durability, and the edges are chamfered to make scooping, sweeping up or pouring even easier. </span></p>
<p><span>They are also produced using *food-grade LDPE, </span><span>meaning </span><span>your Gorilla Tub® is suitable for storing and prepar</span><span>ing food in, as well as ensuring they're horse and pet friendly, too</span><span>. </span></p>
<p><span>All our tubs are BPA free *</span><em>excluding Black, Green and Yellow.</em></p>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Black,,,,,,,,'10269,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-7895322.webp?v=1782419109,1,,false,Gorilla Tub® 75L | New Forest Country Store,"The Extra Large Gorilla Tub® 75L, previously part of the TubTrug ® range, is a flexible and weather resistant tub that is built to last. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-75l,,,,,,,,,Blue,,,,,,,,'10277,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-7431096.webp?v=1782419242,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Green,,,,,,,,'10272,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-6390239.webp?v=1782419249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Orange,,,,,,,,10217O,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-7095701.webp?v=1782419381,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Pink,,,,,,,,10217P,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-2761057.webp?v=1782419764,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Pistachio,,,,,,,,10217S,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-9004336.webp?v=1782420830,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Purple,,,,,,,,'10276,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-1401611.webp?v=1782420959,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Red,,,,,,,,'10278,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-9822451.webp?v=1782421077,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Sky Blue,,,,,,,,10217L,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-4356022.webp?v=1782421403,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-75l,,,,,,,,,Yellow,,,,,,,,'10271,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-extra-large-75l-8853472.webp?v=1782421637,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,Gorilla Tub® 38L,"<p><meta charset=""utf-8""><span>The Large Gorilla Tub® 38L, </span><span>previously part of the </span><span>Tubtrug</span><span>® range,</span><span> is a flexible and weather resistant tub that is built to last. You can use this tub for everything! The 'golf </span><span>ball' </span><span>handles make Gorilla Tub® easy to grip and carry, while the reinforce handle as a whole can take the pressure of even very heavy loads. </span></p>
<p><span>The sides of the tub a ribbed, to ensure it's strength and durability, and the edges are chamfered to make scooping, sweeping up or pouring even easier. They are also produced using *food-grade LDPE, </span><span>meaning </span><span>your Gorilla Tub® is suitable for storing and prepar</span><span>ing food in, as well as ensuring they're horse and pet friendly, too</span><span>. </span></p>
<p><span>All our tubs are BPA free *</span><em>excluding Black, Green and Yellow.</em></p>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Black,,,,,,,,'10265,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-492473.webp?v=1782419183,1,,false,Gorilla Tub® 38L | New Forest Country Store,"The Large Gorilla Tub® 38L, previously part of the TubTrug ® range, is a flexible and weather resistant tub that is built to last. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-38l,,,,,,,,,Dark Green,,,,,,,,'10247,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-117205.webp?v=1782420089,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Orange,,,,,,,,'10257,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-318480.webp?v=1782420914,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Pink,,,,,,,,'10254,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-955184.webp?v=1782421306,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Purple,,,,,,,,'10250,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-746400.webp?v=1782421977,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Red,,,,,,,,'10252,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-433503.webp?v=1782421990,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Sky Blue,,,,,,,,'10244,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-large-38l-253718_57c03b67-6b62-44c7-945c-227cfbf95ea1.webp?v=1782422006,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-38l,,,,,,,,,Yellow,,,,,,,,'10253,0.0,manual,12.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,Gorilla Tub® 26L,"<p><meta charset=""utf-8""><span>The UK’s first and original plastic tub, the Medium Gorilla Tub® 26L, previously part of the Tubtrug® range, is a flexible and weather resistant tub that is built to last. You can use this tub for everything! The 'golf ball' handles make Gorilla Tub® easy to grip and carry, while the reinforced handle as a whole can take the pressure of even very heavy loads. </span></p>
<p><span>The sides of the tub a ribbed, to ensure it's strength and durability, and the edges are chamfered to make scooping, sweeping up or pouring even easier. They are also produced using *food-grade LDPE, meaning your Gorilla Tub® is suitable for storing and preparing food in, as well as ensuring they're horse and pet friendly, too. </span></p>
<p><span>All our tubs are BPA free *</span><em>excluding Black, Green and Yellow.</em></p>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Black,,,,,,,,'10264,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LBlack.jpg?v=1782481634,1,,false,Gorilla Tub® 26L | New Forest Country Store,"The UK's first and original plastic tub, the Medium Gorilla Tub® 26L, previously part of the TubTrug® range. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-26l,,,,,,,,,Blue,,,,,,,,'10231,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LBlue.jpg?v=1782481903,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Dark Green,,,,,,,,'10228,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LDarkGreen.jpg?v=1782487119,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Orange,,,,,,,,'10237,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LOrange.jpg?v=1782487184,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Pink,,,,,,,,'10234,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LPink.jpg?v=1782487300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Pistachio,,,,,,,,'10235,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LPistachio.jpg?v=1782487360,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Purple,,,,,,,,'10230,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LRed.jpg?v=1782487728,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Red,,,,,,,,'10232,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LSkyBlue.jpg?v=1782487815,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Sky Blue,,,,,,,,'10240,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GorillaTub_26LYellow.jpg?v=1782487917,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-26l,,,,,,,,,Yellow,,,,,,,,'10233,0.0,manual,9.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,Gorilla Tub® 14L,"<div>
<div class=""max-height--inner"">
<div class=""max-height--inner-content rte product-short-description"">
<p>The UK’s first and original plastic tub, the Small Gorilla Tub® 14L, formerly part of the renowned Tubtrug® range, is a flexible, weather-resistant, and exceptionally durable tub that’s truly built to last. You can use this tub for absolutely everything! The signature 'golf ball' handles make the Gorilla Tub® easy to grip, lift, and carry, while the reinforced design ensures it can withstand the pressure of even the heaviest loads.</p>
<p>The sides of the tub are ribbed for enhanced strength and long-lasting durability, and the chamfered edges make scooping, sweeping, pouring, or even cleaning effortless. Each tub is produced using *food-grade LDPE, making your Gorilla Tub® safe for food storage and preparation, while also ensuring it’s completely horse and pet friendly. </p>
<p>All our tubs are BPA free, *excluding Black, Green, and Yellow options.</p>
</div>
</div>
</div>
<div class=""product--icon-list"">
<ul></ul>
<br>
</div>",Red Gorilla,Uncategorized,Buckets & Tubs,"equestrian, red-gorilla, stable-supplies",true,Colour,Black,,,,,,,,'10263,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-227897.webp?v=1782418194,1,,false,Gorilla Tub® 14L | New Forest Country Store,"The Small Gorilla Tub 14L, the UK's original plastic tub - flexible, weather-resistant and built to last. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
gorilla-tub-14l,,,,,,,,,Blue,,,,,,,,'10222,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-470828.webp?v=1782418306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Dark Green,,,,,,,,'10220,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-294084.webp?v=1782418488,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Orange,,,,,,,,'10227,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-598505.webp?v=1782419438,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Pink,,,,,,,,'10225,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-562817.webp?v=1782420009,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Pistachio,,,,,,,,'10226,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-568776.webp?v=1782420063,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Purple,,,,,,,,'10221,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-864489.webp?v=1782420110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Red,,,,,,,,'10223,0.0,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/gorilla-tub-small-14l-417482.webp?v=1782420157,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Sky Blue,,,,,,,,'10229,0.0,manual,7.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
gorilla-tub-14l,,,,,,,,,Yellow,,,,,,,,'10224,0.0,manual,7.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
